_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
816,22303,MOH Holdings Inc Faster Linen Service Ltd,89 Torlake Cres,M8Z 1B4,43.6137,-79.5254,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),140,,Mark Halberstadt,416-252-2030,OwnerManager,416-252-2030,,,14,Formaldehyde,2,0,0,2,0,0,0,0
817,22518,McCowan Design and Manufacturing,1760 Birchmount Road,M1P 2H7,43.7636,-79.2914,331221,Cold-Rolled Steel Shape Mfg.,50,,James Chabot,416-291-7111,Operations Manager,416-291-7111,,,18,Nickel and its compounds,0,3951,0,0,0,0,0,0
818,22757,Ryding Auto Body,1107 Castlefield Avenue,M6B 1E8,43.7006,-79.4525,811121,"Automotive Body, Paint & Interior R&M",12,,Zoe Delorenzo,416-787-6174,Book Keeper,416-787-6174,,,24,Particulate Matter 2.5 (PM2.5),90,0,0,1,0,0,0,0
819,22774,Automobile Kollision Works Corp,821 Kipling Ave,M8Z 5G8,43.632,-79.5312,811111,General Automotive Repair,3,,Tam Nguyen,416-233-3265,General Manager,416-233-3265,,,24,Particulate Matter 2.5 (PM2.5),90,0,0,90,0,0,0,0
820,22774,Automobile Kollision Works Corp,821 Kipling Ave,M8Z 5G8,43.632,-79.5312,811111,General Automotive Repair,3,,Tam Nguyen,416-233-3265,General Manager,416-233-3265,,,25,Volatile Organic Compounds (VOCs) Total,0,0,193,159,0,0,0,0
821,22859,Canadian Linen And Uniform Service Co,24 Atomic Avenue,M8Z 5L2,43.6188,-79.5414,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),145,,Andrew Steiner,416-354-3101,Senior VPof Canadian Operations,416-354-7115,,,23,Nitrogen Oxides (NOx),2346,0,0,2346,0,0,0,0
822,22894,George kelk Corporation,48 Lesmill Road,M3B 2T5,43.7576,-79.3557,335990,All Other Electrical Equip. & Component Mfg.,105,,Jeff Roberts,416-445-5850,Senior Director Global EHS,919-374-5810,,,16,Manganese and its compounds,0,1273,0,0,0,0,0,0
823,22902,CKF Inc,30 Iron Street,M9W 5E1,43.7014,-79.5815,326140,Polystyrene Foam Product Mfg.,185,,Gustavo Goubaud,416-249-2428,OHSE Manager,416-249-2428,,,25,Volatile Organic Compounds (VOCs) Total,0,0,438267,438267,0,0,0,0
824,22922,City Of Toronto F J Horgan Water Treatment Plant,201 Copperfield Road,M1E 5G7,43.7631,-79.1565,221310,Water Supply & Irrigation Systems,30,,Ian Chin,416-392-2883,Water Treatment Plant Manager F,416-392-2572,,416-397-4974,24,Particulate Matter 2.5 (PM2.5),52,0,0,52,0,0,0,0
825,23046,1625100 Ont Ltd Authentic Windows And Doors,20 Estate Drive,M1H 2Z1,43.7823,-79.2382,321911,Wood Window & Door Mfg.,12,,Robert Borden,416-292-5400,Purchasing,416-292-5400,,416-292-9187,24,Particulate Matter 2.5 (PM2.5),60,0,0,0,0,0,0,0
826,23107,Cintas Canada limited,940 Warden Avenue,M1L 4C9,43.7322,-79.2894,812330,Linen & Uniform Supply,160,,Michael Labocha,416-751-4100,Env Engineer,647-468-7025,,,24,Particulate Matter 2.5 (PM2.5),875,0,0,875,0,0,0,0
827,23143,Cintas Canada limited,23 Torlake Crescent,M8Z 1B5,43.6111,-79.5245,812330,Linen & Uniform Supply,169,,Michael Labocha,416-253-4400,Env Engineer,647-468-7025,,,25,Volatile Organic Compounds (VOCs) Total,63,0,1170,1081,0,0,0,0
828,23147,Cintas Canada limited,3370 Dundas Street West,M6S 2S1,43.6656,-79.4832,812330,Linen & Uniform Supply,161,,Michael Labocha,416-763-4400,Env Engineer,647-468-7025,,,23,Nitrogen Oxides (NOx),1207,0,0,1207,0,0,0,0
829,23192,Radison Manufacturing Company Limited,39 Crockford BLVD,M1R 3B7,43.7382,-79.2877,332710,Machine Shops,18,,Vladimir Arbutina,416-752-6620,President,416-752-6620,,416-752-6640,25,Volatile Organic Compounds (VOCs) Total,0,0,5542,5542,0,0,0,0
830,23278,Avenue Collision Inc,293 MacPherson Ave,M4V 1A4,43.6771,-79.4017,811121,"Automotive Body, Paint & Interior R&M",12,,Enzo Armata,416-923-8031,Controller,416-259-6344,,416-259-6344,25,Volatile Organic Compounds (VOCs) Total,0,0,111,108,0,0,0,0
831,23322,TKB Custom Millwork,50 Galaxy Blvd,M9W 4Y5,43.6831,-79.5903,337110,Wood Kitchen Cabinet & Counter Top Mfg.,1,,Jose DeSa,416-675-6555,Owner,416-675-6555,,416-675-6555,24,Particulate Matter 2.5 (PM2.5),40,0,0,40,0,0,0,0
832,23324,409 Auto Collision,147 Belfield Road,M9W 1G8,43.7016,-79.5769,811121,"Automotive Body, Paint & Interior R&M",6,,Abtar Singh,416-242-7111,President,416-242-7111,,416-242-6820,25,Volatile Organic Compounds (VOCs) Total,0,0,244,121,0,0,0,0
833,23338,Network Materials  Resources Inc,31 Golden Gate Court,M1P 3A4,43.7714,-79.2642,562210,Waste Treatment & Disposal,1,,Mike Aston,416-299-0116,General Manager,416-299-0116,,416-299-9649,15,Lead and its compounds,0,837,0,0,0,0,0,0
834,23356,Super Carstar Collision,14 Taber Road,M9W 3A5,43.7187,-79.5734,811121,"Automotive Body, Paint & Interior R&M",11,,Robert Chiummiento,416-743-2501,Manager,416-743-2501,,416-743-2573,25,Volatile Organic Compounds (VOCs) Total,0,0,160,150,0,0,0,0
835,23366,Woodbridge Collision,1927 Albion Rd,M9W 5S8,43.7466,-79.6205,811121,"Automotive Body, Paint & Interior R&M",5,,Erasmo Ciufo,416-675-6332,Manager,416-675-6332,,416-675-7468,25,Volatile Organic Compounds (VOCs) Total,0,0,729,606,0,0,0,0
836,23458,AccuForm Machine Tool CoLtd,52 Carrier Dr,M9W 5S5,43.7384,-79.6085,331221,Cold-Rolled Steel Shape Mfg.,5,,Blake Spasoski,416-798-0980,President,416-798-0980,,416-798-0550,18,Nickel and its compounds,0,810,0,0,0,0,0,0
837,23473,Martino Brothers Airport Company,606 Dixon Road,M9W 1J1,43.6912,-79.5732,811121,"Automotive Body, Paint & Interior R&M",12,,Vince Martino,416-248-5211,President,416-248-5211,,416-235-1875,25,Volatile Organic Compounds (VOCs) Total,0,0,526,490,0,0,0,0
838,23485,Keele Street Collision,126 Lepage Crt,M3J 1Z9,43.7567,-79.4832,811121,"Automotive Body, Paint & Interior R&M",4,,Dmitry Nemov,416-398-0400,Office Manager,416-398-0400,,416-398-0600,24,Particulate Matter 2.5 (PM2.5),126,0,0,6,0,0,0,0
839,23517,Fiera Foods Company,50 Marmora Street,M9M 2X5,43.7189,-79.526,311814,Commercial Bakeries & Frozen Product Mfg.,600,,David Gelbloom,416-746-1010,Exec Administrator,416-746-1010,,,24,Particulate Matter 2.5 (PM2.5),220,0,0,220,0,0,0,0
840,23551,Western Collision,500 Garyray Drive,M9L 1P8,43.7667,-79.5507,811121,"Automotive Body, Paint & Interior R&M",5,,Carlo Polsinelli,416-749-5200,President,416-749-5200,,416-749-8119,24,Particulate Matter 2.5 (PM2.5),145,0,0,22,0,0,0,0
841,23561,St John's Norway Cemetery Crematorium,256 Kingston Road,M4L 1S7,43.6731,-79.3089,812220,Cemeteries & Crematoria,8,,Amber Viscount,416-691-2965,Cemetery and Crematorium Manager,416-691-2965,,,17,Mercury and its compounds,0,2,0,2,0,0,0,0
842,23740,Univar Canada Ltd,777 Supertest Road,M3J 2M9,43.7758,-79.479,418410,Chemical (exc. Agr.) & Allied Product Whl.,22,,Kevin Considine,416-740-5300,EHS Rep,416-747-3231,,,25,Volatile Organic Compounds (VOCs) Total,0,3036,0,1973,0,0,0,0
843,23775,Borgo Contract Seating,324 Carlingview Drive,M9W 5G5,43.692,-79.5979,337214,Office Furniture (except Wood) Mfg.,20,,Alessandro Spassiani,416-679-8133,OwnerPresident,416-679-8133,,416-679-8139,13,Dichloromethane (Methylene chloride),0,0,631,631,0,0,0,0
844,23836,Wing's Food Products,550 Kipling Avenue,M8Z 5E9,43.6146,-79.5238,311990,All Other Food Mfg.,30,,Norel Covaci,416-259-0202,Sr Eng Manager,416-259-0202,,416-792-3183,14,Formaldehyde,0,0,0,0,0,0,0,0
845,23836,Wing's Food Products,550 Kipling Avenue,M8Z 5E9,43.6146,-79.5238,311990,All Other Food Mfg.,30,,Norel Covaci,416-259-0202,Sr Eng Manager,416-259-0202,,416-792-3183,25,Volatile Organic Compounds (VOCs) Total,86,0,0,86,0,0,0,0
846,23919,Toronto Water Laboratory,30 Dee Avenue,M9N 1S9,43.7108,-79.537,541380,Testing Laboratories,22,,Margareta Petrescu,416-392-2900,Chief Chemist,416-392-2900,,,25,Volatile Organic Compounds (VOCs) Total,0,0,250,16,0,0,0,0
847,23936,University Health Network Toronto General Hospital,200 Elizabeth St,M5G 2C4,43.6596,-79.3871,622111,General (exc. Paediatric) Hospitals,5000,,Michael Kurz,416-340-4800,Director Env Compl Energy,416-456-7520,,,25,Volatile Organic Compounds (VOCs) Total,0,0,15886,0,0,0,0,0
848,23950,Active Metal Finishing Co Ltd,43 Advance Road,M8Z 2S6,43.6343,-79.5267,332810,"Coating, Engraving & Heat Treating Activities",45,,Ron Pochkhanawala,416-233-9810,General Manager,416-233-9810,,416-233-9046,18,Nickel and its compounds,0,2936,0,0,0,0,0,0
849,23950,Active Metal Finishing Co Ltd,43 Advance Road,M8Z 2S6,43.6343,-79.5267,332810,"Coating, Engraving & Heat Treating Activities",45,,Ron Pochkhanawala,416-233-9810,General Manager,416-233-9810,,416-233-9046,8,"Chromium, Hexavalent and its compounds",0,42,0,0,0,0,0,0
850,23980,Pleasant Manufacturing Co Ltd,37 Baywood Road,M9V 3Y8,43.7467,-79.606,332720,"Turned Product & Screw, Nut & Bolt Mfg.",13,,Terra Hobart,416-745-8570,Office Admin,416-745-8570,,,9,"Chromium, Non-Hexavalent and its compounds",0,5366,0,0,0,0,0,0
851,23990,Durapaint Industries Limited,247 Finchdene Square,M1X 1B9,43.8211,-79.2348,232990,All Other Special Trade Contracting,84,,Domenic Zarlenga,416-754-3664,Vice President,416-743-3664,,,24,Particulate Matter 2.5 (PM2.5),48,0,0,48,0,0,0,0
852,23990,Durapaint Industries Limited,247 Finchdene Square,M1X 1B9,43.8211,-79.2348,232990,All Other Special Trade Contracting,84,,Domenic Zarlenga,416-754-3664,Vice President,416-743-3664,,,8,"Chromium, Hexavalent and its compounds",0,5328,0,0,0,0,0,0
853,24043,KJ Marketing Services,115 Thirtieth Street,M8W 3C1,43.5998,-79.5317,335990,All Other Electrical Equip. & Component Mfg.,12,,Keith Carroll,416-252-1061,President,416-252-1061,,,9,"Chromium, Non-Hexavalent and its compounds",0,120,0,0,0,0,0,0
854,42,Viasystems Toronto Inc A Member Company Of TTM Technologies Group,8150 Sheppard Avenue East,M1B 5K2,43.8027,-79.1969,334410,Semiconductor & Electronic Component Mfg.,550,,Mark Scruton,416-208-2100,Director Of EHS AMII BU,416-453-1594,,416-208-2193,14,Formaldehyde,0,0,3858,61,0,0,0,0
855,57,Material Sciences Corporation Continuous Colour Coat Ltd,1430 Martin Grove Road,M9W 4Y1,43.7169,-79.5826,332810,"Coating, Engraving & Heat Treating Activities",108,,Marika Toyama,416-743-7980,Environmental Engineer,416-743-7980,,416-743-5980,9,"Chromium, Non-Hexavalent and its compounds",0,5110,0,0,0,0,0,0
856,57,Material Sciences Corporation Continuous Colour Coat Ltd,1430 Martin Grove Road,M9W 4Y1,43.7169,-79.5826,332810,"Coating, Engraving & Heat Treating Activities",108,,Marika Toyama,416-743-7980,Environmental Engineer,416-743-7980,,416-743-5980,15,Lead and its compounds,0,0,100,0,0,0,0,0
857,57,Material Sciences Corporation Continuous Colour Coat Ltd,1430 Martin Grove Road,M9W 4Y1,43.7169,-79.5826,332810,"Coating, Engraving & Heat Treating Activities",108,,Marika Toyama,416-743-7980,Environmental Engineer,416-743-7980,,416-743-5980,25,Volatile Organic Compounds (VOCs) Total,503,0,810759,5801,0,0,0,0
858,172,Mondelez Canada Inc East York Bakery,5 Bermondsey Road,M4B 2T7,43.7132,-79.3092,311821,Cookie & Cracker Mfg.,471,,Angela Barrese,416-786-3352,Sr HSE Manager,437-227-5972,,,24,Particulate Matter 2.5 (PM2.5),212,0,0,212,0,0,0,0
859,177,The Incredible Printing Company,30 St Regis Cr N,M3J 1Z2,43.7561,-79.4853,323119,Other Printing,40,,Pauline Schwartz,416-630-5200,CFO,416-630-5200,,,16,Manganese and its compounds,0,23,,0,0,0,0,0
860,178,Nestle Foods Group Sterling Road Nestle Canada Inc,72 Sterling Road,M6R 2B6,43.6526,-79.4441,311330,Confectionery Mfg. from Purchased Chocolate,472,,Jacqueline Widjaja,416-535-2181,Environmental Specialist,416-535-2181,,,23,Nitrogen Oxides (NOx),4194,0,0,4194,0,0,0,0
861,195,Vintage Hardwood Flooring,409 Evans Avenue,M8Z 1K8,43.6152,-79.5287,321211,Hardwood Veneer & Plywood Mills,75,,Phil Kavanagh,416-521-6108,Director Imports,416-521-6104,,,24,Particulate Matter 2.5 (PM2.5),3060,0,0,3060,0,0,0,0
862,24141,SAN Steel Fabricating Ltd,250 Sparks Avenue,M2H 2S4,43.8083,-79.3396,333519,Other Metalworking Machinery Mfg.,22,,Casper Hindson,416-285-7744,Plant Manager,416-285-7744,,,25,Volatile Organic Compounds (VOCs) Total,0,0,472,472,0,0,0,0
863,24144,Dufferin Concrete Toronto,650 Commissioners Street,M4M 1A7,43.6561,-79.3275,327320,Ready-Mix Concrete Mfg.,47,,Maria Topalovic,416-465-3300,Environmental Manager,647-924-5498,,,24,Particulate Matter 2.5 (PM2.5),0,212,0,212,0,0,0,0
864,202,University Of Toronto Central Steam Plant,17 Russell Street,M5S 3B1,43.6602,-79.3979,611310,Universities,10,,Matthew White,416-978-5087,Environmental Air Compliance,416-978-5087,,,24,Particulate Matter 2.5 (PM2.5),537,0,0,537,0,0,0,0
865,211,Michael GORDON,777 Fenmar Drive,M9L 1C8,43.7648,-79.5616,331221,Cold-Rolled Steel Shape Mfg.,35,,Michael GORDON,416-742-6140,President,416-742-6140,,,18,Nickel and its compounds,0,9116,0,1,0,0,0,0
866,232,Lifelabs,100 International Blvd,M9W 6J6,43.6782,-79.5858,621510,Medical & Diagnostic Laboratories,885,,Louise Nagy,416-213-4744,Director Environment,604-412-4561,,,14,Formaldehyde,0,0,484,1,0,0,0,0
867,232,Lifelabs,100 International Blvd,M9W 6J6,43.6782,-79.5858,621510,Medical & Diagnostic Laboratories,885,,Louise Nagy,416-213-4744,Director Environment,604-412-4561,,,25,Volatile Organic Compounds (VOCs) Total,0,0,6072,26,0,0,0,0
868,255,Atlantic Packaging 80 Progress Avenue,80 Progress Avenue,M1P 2Z1,43.7721,-79.2756,323119,Other Printing,69,,Fatima Correia,416-298-5340,Environmental Manager,416-298-5431,,,25,Volatile Organic Compounds (VOCs) Total,59,0,854,913,0,0,0,0
869,275,Toronto Research Chemicals,2 Brisbane Road,M3J 2J8,43.7739,-79.4707,325410,Pharmaceutical & Medicine Mfg.,150,,Andrew Karagias,416-665-9696,Corporate Project Manager,416-665-9696,,,16,Manganese and its compounds,0,0,19,0,0,0,0,0
870,24148,Ontario Redimix Portlands,8 Unwin Avenue,M5A 1A1,43.6376,-79.3492,327320,Ready-Mix Concrete Mfg.,25,,Maria Topalovic,416-213-5246,Environmental Manager,647-924-5502,,,23,Nitrogen Oxides (NOx),321,0,0,321,0,0,0,0
871,24181,Innocon Inc. Commissioners Street RMC Plant,535 Commissioners St,M4M 1A5,43.6545,-79.331,327320,Ready-Mix Concrete Mfg.,75,,Tracy Hodges,416-406-0540,Sustainability Manager,647-225-7649,,,24,Particulate Matter 2.5 (PM2.5),55,0,0,55,0,0,0,0
872,24201,Trillium Health Partners Queensway Health Centre,150 Sherway Drive,M9C 1A5,43.6088,-79.5616,622111,General (exc. Paediatric) Hospitals,569,,Ryan Knox,905-848-7580,Manager Corporate Services,905-848-7580,,,25,Volatile Organic Compounds (VOCs) Total,159,0,0,159,0,0,0,0
873,24203,Trench Limited Maybrook,71 Maybrook Drive,M1V 4B6,43.8249,-79.261,335311,Transformer (except Electronic) Mfg.,197,,Peter Tresp,416-298-8108,EHS Manager,647-925-9650,,,23,Nitrogen Oxides (NOx),818,0,0,818,0,0,0,0
874,317,CBM Leaside RM Plant,55 Industrial St,M4G 3W9,43.7092,-79.3545,327320,Ready-Mix Concrete Mfg.,20,,Colin Evans,416-421-9253,Environment Manager,905-440-5745,,,24,Particulate Matter 2.5 (PM2.5),66,0,0,66,0,0,0,0
875,348,Profile Industries Limited,201 Garyray Drive,M9L 2T2,43.7694,-79.5375,337214,Office Furniture (except Wood) Mfg.,135,,Harpal Banwait,416-748-2505,,416-748-2505,,,16,Manganese and its compounds,0,116144,0,4,0,0,0,0
876,360,Molson Coors Canada,1 Carlingview Drive,M9W 5E5,43.674,-79.5897,312120,Breweries,621,,Tan Le,416-571-8917,General Manager,416-688-1898,,,24,Particulate Matter 2.5 (PM2.5),2628,0,0,2628,0,0,0,0
877,24246,Sunnybrook Health Sciences Centre,2075 Bayview Ave,M4N 3M5,43.7215,-79.379,622111,General (exc. Paediatric) Hospitals,1,,Laura Berndt,416-480-6100,Manager Of EnergySustainability,416-480-6100,,416-480-5971,14,Formaldehyde,0,776,0,25,0,0,0,0
878,24268,Han Minh Machine Inc,1100 Lodestar Road,M3J 2Z4,43.7582,-79.4665,332710,Machine Shops,25,,Andy Tang,416-636-0660,General Manager,416-636-0660,,416-636-0873,18,Nickel and its compounds,0,50,0,0,0,0,0,0
879,24268,Han Minh Machine Inc,1100 Lodestar Road,M3J 2Z4,43.7582,-79.4665,332710,Machine Shops,25,,Andy Tang,416-636-0660,General Manager,416-636-0660,,416-636-0873,9,"Chromium, Non-Hexavalent and its compounds",0,500,0,0,0,0,0,0
880,24278,Viva Media Packaging Canada Limited,5373 Finch Avenue E,M1S 5W2,43.8115,-79.2499,326198,All Other Plastic Product Mfg.,492,,Stuart Bailey,416-412-3553,Principal  OSB Consulting,519-240-6939,,,24,Particulate Matter 2.5 (PM2.5),264,0,0,264,0,0,0,0
881,24282,Viscor Inc,35 Oak Street,M9N 1A1,43.7087,-79.529,335120,Lighting Fixture Mfg.,202,,Steven Anderson,416-245-7991,Director Of Operations,416-245-7991,,,25,Volatile Organic Compounds (VOCs) Total,31,678,0,709,0,0,0,0
882,24287,Airborn Flexible Circuits Inc,11 Dohme Ave,M4B 1Y7,43.7116,-79.3116,334410,Semiconductor & Electronic Component Mfg.,190,,Peter Pialis,416-752-2224,Director Of Engieering,416-285-3825,,,25,Volatile Organic Compounds (VOCs) Total,1,0,5188,1255,0,0,0,0
883,24322,York University Faculty Of Health And Science,4700 Keele St,M3J 1P3,43.7745,-79.494,611310,Universities,1020,,Tomorr Cerriku,416-736-2100,Health  Safety Advisor,416-736-5949,,,13,Dichloromethane (Methylene chloride),0,0,332,0,0,0,0,0
884,381,Nitta Gelatin Canada Inc,60 Paton Road,M6H 1R8,43.6605,-79.4446,311990,All Other Food Mfg.,47,,Randy Robinson,416-532-5111,Process Engineer,416-532-5111,,,24,Particulate Matter 2.5 (PM2.5),79,0,0,79,0,0,0,0
885,389,Lactalis - Rakely Etobicoke,25 Rakely Court,M9C 5G2,43.6479,-79.6052,311511,Fluid Milk Mfg.,180,,John Siltala,416-622-2822,Plant Manager,416-641-2941,,,25,Volatile Organic Compounds (VOCs) Total,113,2775,0,2888,0,0,0,0
886,411,LANXESS Canada CoCie West Hill,10 Chemical Crt,M1E 3X7,43.7628,-79.1635,324190,Other Petroleum & Coal Products Mfg.,86,,Jeanette Waples,416-284-1661,EHSS Manager,416-724-3643,,416-284-1761,24,Particulate Matter 2.5 (PM2.5),1559,0,0,1559,0,0,0,0
887,418,DART Canada Inc,2121 Markham Road,M1B 2W3,43.8063,-79.2437,326140,Polystyrene Foam Product Mfg.,370,,Mark Emerson,416-293-2877,Plant Manager,416-293-2877,,,23,Nitrogen Oxides (NOx),612,0,0,612,0,0,0,0
888,24378,Apollo Health And Beauty Care Inc,1 Apollo Place,M3J 0H2,43.7455,-79.3624,325620,Toilet Preparation Mfg.,500,,Zaid Vonvelten,416-758-3700,,416-758-3700,,,23,Nitrogen Oxides (NOx),1052,0,0,1052,0,0,0,0
889,24392,University Of Toronto Wallberg Building,200 College Street,M5G 3E5,43.6588,-79.3955,611310,Universities,100,,Matthew White,416-717-9559,Enviro Compliance  Safety Tech,416-978-5087,,,25,Volatile Organic Compounds (VOCs) Total,0,0,2000,400,0,0,0,0
890,24400,Great Lakes Brewery,30 Queen Elizabeth Boulevard,M8Z 1L8,43.6226,-79.5048,312120,Breweries,38,,Diane Bihuniak,416-255-4510,Bookkeeper,416-255-4510,,,23,Nitrogen Oxides (NOx),435,0,0,435,0,0,0,0
891,24978,Lafarge Canada Commissioners St Aggregate Depot,535 Commissioners Street,M4M 1A5,43.6545,-79.331,212315,Limestone Mining & Quarrying,1,,Chris Galamb,416-989-2485,Depot Manager,647-321-3784,,,24,Particulate Matter 2.5 (PM2.5),144,0,0,144,0,0,0,0
892,447,D Crupi And Sons Limited Bethridge Asphalt Plant,176 Bethridge Road,M9W 1N3,43.7092,-79.5856,324121,Asphalt Paving Mixture & Block Mfg.,4,www.crupigroup.com,Domenic Passalacqua,416-244-5691,Plant Manager,416-291-1986,,416-291-3252,14,Formaldehyde,388,0,0,388,0,0,0,0
893,458,Global Wood Concepts Ltd,1300 Flint Road,M3J 2J7,43.7809,-79.4791,337213,Wood Office Furniture Mfg.,160,,Dan McGarry,416-678-5397,HR,416-678-5397,,,24,Particulate Matter 2.5 (PM2.5),876,0,0,17,0,0,0,0
894,25030,Viva Healthcare Packaging Canada Ltd,1663 Neilson Road,M1X 1T1,43.8195,-79.2295,326198,All Other Plastic Product Mfg.,574,,Amy Lo,416-321-0622,Senior Manager Materials,416-321-0622,,,24,Particulate Matter 2.5 (PM2.5),261,0,0,261,0,0,0,0
895,25145,Crystal Claire Cosmetics Inc,20 Overlea Boulevard,M4H 1A4,43.7042,-79.3508,325620,Toilet Preparation Mfg.,600,,Junsheng Chen,416-421-1882,Director of Quality Assurance,416-421-1882,,,25,Volatile Organic Compounds (VOCs) Total,0,12604,6992,16987,0,0,0,0
896,25151,Autotek Electroplating Ltd,20 Huddersfield Rd,M9W 5Z6,43.7429,-79.6235,332810,"Coating, Engraving & Heat Treating Activities",25,,Edward Eastrauskas,416-213-1706,COO,416-213-1706,,416-213-1685,23,Nitrogen Oxides (NOx),526,0,0,526,0,0,0,0
897,25151,Autotek Electroplating Ltd,20 Huddersfield Rd,M9W 5Z6,43.7429,-79.6235,332810,"Coating, Engraving & Heat Treating Activities",25,,Edward Eastrauskas,416-213-1706,COO,416-213-1706,,416-213-1685,9,"Chromium, Non-Hexavalent and its compounds",0,155,0,0,0,0,0,0
898,25284,Accurate Rolal Co Ltd,72 Northline Road,M4B 3E5,43.7165,-79.3095,323119,Other Printing,30,,Don Smart,416-751-6922,Plant Manager,905-409-3927,,,25,Volatile Organic Compounds (VOCs) Total,0,163,0,129,0,0,0,0
899,25332,Disco Organics Processing Facility,120 Disco Road,M9W 1M4,43.7005,-79.6026,562210,Waste Treatment & Disposal,15,,Andrew Agbanti,416-392-1487,Manage Resource Recovery,416-392-4687,,,23,Nitrogen Oxides (NOx),2946,0,0,2946,0,0,0,0
900,25332,Disco Organics Processing Facility,120 Disco Road,M9W 1M4,43.7005,-79.6026,562210,Waste Treatment & Disposal,15,,Andrew Agbanti,416-392-1487,Manage Resource Recovery,416-392-4687,,,25,Volatile Organic Compounds (VOCs) Total,17,0,0,17,0,0,0,0
901,459,Halltech Inc,465 Coronation Drive,M1E 2K2,43.7645,-79.1692,325520,Adhesive Mfg.,44,,Al Deli,416-284-6111,President,416-284-6111,167,,25,Volatile Organic Compounds (VOCs) Total,0,463,0,463,0,0,0,0
902,466,The International Group Inc,50 Salome Drive,M1S 2A8,43.7846,-79.2748,324190,Other Petroleum & Coal Products Mfg.,150,,Izaura Araujo,416-293-4151,EHS Manager,416-571-1422,,,24,Particulate Matter 2.5 (PM2.5),506,0,0,506,0,0,0,0
903,468,Toronto Transit Commission Birchmount Garage,400 Danforth Road,M1L 3X6,43.7057,-79.269,485110,Urban Transit Systems,92,http://www.ttc.ca,Shaun DeSouza,416-393-3274,Manager Environment,416-554-1299,,,24,Particulate Matter 2.5 (PM2.5),113,0,0,113,0,0,0,0
904,469,Toronto Transit Commission Greenwood Complex,400 Greenwood Avenue,M4J 4Y5,43.6757,-79.33,485110,Urban Transit Systems,596,,Shaun DeSouza,416-393-3233,Manager Environment,416-554-1299,,,25,Volatile Organic Compounds (VOCs) Total,0,0,1315,1315,0,0,0,0
